City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
191,drama,41.1544,24.1394,29.210000000000036,25,3,3.78,GR,1691585673
192,tolanaro,-25.0319,46.9987,23.04000000000002,78,40,8.23,MG,1691585673
193,college,64.8569,-147.8028,15.970000000000027,95,100,0.0,US,1691585673
194,viqueque,-8.8673,126.3658,22.870000000000005,88,56,1.64,TL,1691585673
195,port elizabeth,-33.918,25.5701,19.5,72,20,7.2,ZA,1691585673
196,petropavlovsk-kamchatsky,53.0452,158.6483,14.330000000000041,72,40,2.0,RU,1691585673
197,pirallahi,40.4723,50.333,35.08000000000004,49,0,4.13,AZ,1691585673
198,tocache,-8.1842,-76.5125,22.470000000000027,83,94,0.58,PE,1691585673
199,mount isa,-20.7333,139.5,10.870000000000005,71,8,0.0,AU,1691585674
200,hithadhoo,-0.6,73.0833,27.860000000000014,71,100,0.59,MV,1691585674
201,longyearbyen,78.2186,15.6401,9.910000000000025,71,0,6.17,SJ,1691585674
202,ngaruawahia,-37.6674,175.1555,7.330000000000041,91,46,2.68,NZ,1691585674
203,batyrevo,55.0675,47.6111,28.55000000000001,35,0,3.75,RU,1691585674
204,queenstown,-31.8976,26.8753,19.79000000000002,32,0,0.95,ZA,1691585674
205,vorgashor,67.5833,63.95,12.590000000000032,57,99,1.86,RU,1691585674
206,cartagena,10.3997,-75.5144,27.79000000000002,89,75,2.06,CO,1691585468
207,saudarkrokur,65.7461,-19.6394,10.020000000000039,69,13,5.69,IS,1691585674
208,kwang binh,17.4833,106.6,29.010000000000048,71,100,5.64,VN,1691585675
209,susuman,62.7833,148.1667,7.050000000000011,90,98,1.26,RU,1691585675
210,salinas,36.6777,-121.6555,15.79000000000002,94,100,2.06,US,1691585675
211,bhamo,24.2667,97.2333,23.879999999999995,99,100,0.54,MM,1691585675
212,jamestown,42.097,-79.2353,22.230000000000018,91,75,3.09,US,1691585474
213,port lincoln,-34.7333,135.8667,12.260000000000048,71,0,6.95,AU,1691585675
214,pirgaaj,25.8604,88.3635,26.640000000000043,87,100,2.66,BD,1691585675
215,kingston,17.997,-76.7936,30.689999999999998,77,20,3.09,JM,1691585477
216,las tablas,7.7667,-80.2833,26.760000000000048,99,99,1.21,PA,1691585675
217,constantia,44.1833,28.65,27.610000000000014,54,0,5.81,RO,1691585646
218,avarua,-21.2078,-159.775,22.03000000000003,68,63,6.17,CK,1691585676
219,alaghsas,17.0187,8.0168,34.94,46,20,3.09,NE,1691585676
220,flying fish cove,-10.4217,105.6791,24.82000000000005,83,75,6.69,CX,1691585676
221,punta arenas,-53.15,-70.9167,3.3700000000000045,91,100,4.28,CL,1691585676
222,haiku-pauwela,20.9219,-156.3051,24.470000000000027,75,0,8.23,US,1691585676
223,afaahiti,-17.75,-149.2833,20.930000000000007,74,99,6.94,PF,1691585676
224,kenai,60.5544,-151.2583,12.050000000000011,98,100,2.57,US,1691585676
225,hadibu,12.65,54.0333,27.460000000000036,67,74,9.26,YE,1691585676
226,el granada,37.5027,-122.4694,15.810000000000002,92,100,3.6,US,1691585676
227,kasongo-lunda,-6.4667,16.8167,37.85000000000002,19,23,1.2,CD,1691585676
228,soderhamn,61.3037,17.0592,14.970000000000027,65,13,8.35,SE,1691585677
229,santana,-0.0583,-51.1817,29.100000000000023,89,40,2.57,BR,1691585633
230,fortuna,40.5982,-124.1573,16.07000000000005,95,100,3.09,US,1691585677
231,kani keli,-12.9536,45.1033,27.590000000000032,74,0,4.73,YT,1691585677
232,tauranga,-37.6861,176.1667,8.810000000000002,93,36,0.45,NZ,1691585502
233,jijel,36.8205,5.7667,27.970000000000027,61,0,4.12,DZ,1691585677
234,necochea,-38.5473,-58.7368,8.590000000000032,79,100,5.72,AR,1691585677
235,nadi,-17.8,177.4167,23.0,83,75,2.06,FJ,1691585677
236,bel ombre,-4.6167,55.4167,27.910000000000025,74,20,5.66,SC,1691585677
237,baukau,51.5526,7.2042,22.100000000000023,60,100,2.24,DE,1691585678
